hostname,indegree,indegree_tech
spboguszyce.edu.pl,1,0
spektrum.szczecin.pl,1,0
spin.szczecin.pl,1,0
spisrolny.gov.pl,1,0
split.radom.pl,1,0
spr.radom.pl,1,0
spr.szczecin.pl,1,0
spsk.edu.pl,1,0
spsm.edu.pl,1,0
spwsz.szczecin.pl,1,0
squash.bydgoszcz.pl,1,0
ssa.edu.pl,1,0
stomatologia.szczecin.pl,1,0
stowarzyszeniegzowski.opole.pl,1,0
strazmiejska.bydgoszcz.pl,1,0
streetview.warszawa.pl,1,0
streetview.wroclaw.pl,1,0
strefamalucha.edu.pl,1,0
sum.edu.pl,1,0
swiadczenia.szczecin.pl,1,0
swietajno.ug.gov.pl,1,0
swjozef.bydgoszcz.pl,1,0
swwojciech.bydgoszcz.pl,1,0
sybir.bialystok.pl,1,0
symbole.radom.pl,1,0
symulacje-wspr.szczecin.pl,1,0
szafarze.bydgoszcz.pl,1,0
szczecin.pl,1,0
szczecin.rzgw.gov.pl,1,0
szkola13.rzeszow.pl,1,0
szkolajezykowa.opole.pl,1,0
szkolapaderewski.szczecin.pl,1,0
szkolka-plywania.szczecin.pl,1,0
szkolypolicealne.wroclaw.pl,1,0
sztucznelzy.wroclaw.pl,1,0
tapicer.szczecin.pl,1,0
tarnow.pl,1,0
tdk.tarnobrzeg.pl,1,0
teatr.radom.pl,1,0
teatrlalki.opole.pl,1,0
technikum-brzesko.edu.pl,1,0
tertium.edu.pl,1,0
towarzystwo.edu.pl,1,0
toyota.rzeszow.pl,1,0
tpkz.bialystok.pl,1,0
tppt.tarnobrzeg.pl,1,0
trybunal.gov.pl,1,0
ts.szczecin.pl,1,0
tst.edu.pl,1,0
twie.szczecin.pl,1,0
twierdza.klodzko.pl,1,0
tzmo.szczecin.pl,1,0
uap.edu.pl,1,0
ukladokresowy.edu.pl,1,0
uks50.bialystok.pl,1,0
um.kolobrzeg.pl,1,0
um.walbrzych.pl,1,0
umlub.edu.pl,1,0
umwo.opole.pl,1,0
unsjp2.edu.pl,1,0
uprp.gov.pl,1,0
urk.edu.pl,1,0
urpl.gov.pl,1,0
urzadskarbowy.gov.pl,1,0
usg.szczecin.pl,1,0
usk.opole.pl,1,0
uskom.szczecin.pl,1,0
usos.edu.pl,1,0
vilo.edu.pl,1,0
vistula.edu.pl,1,1
vod.warszawa.pl,1,0
warszawa.ap.gov.pl,1,0
wbn.edu.pl,1,0
wcies.edu.pl,1,0
wiking.szczecin.pl,1,0
wimbp.bydgoszcz.pl,1,0
winnnica.radom.pl,1,0
wip.wroclaw.pl,1,0
wislica.pl,1,0
wodip.opole.pl,1,0
wodociagi.lebork.pl,1,0
wodociagi.radom.pl,1,0
wodociagowa.opole.pl,1,0
wolontariat.wroclaw.pl,1,0
womgorz.edu.pl,1,0
word.bialystok.pl,1,0
word.opole.pl,1,0
word.szczecin.pl,1,0
wpzp.bydgoszcz.pl,1,0
wroc.wiw.gov.pl,1,0
wroclaw.rzgw.gov.pl,1,0
wsb.edu.pl,1,0
wsero.opole.pl,1,1
wspolczesny.szczecin.pl,1,0
wste.edu.pl,1,0
wszn.opole.pl,1,0
wum.edu.pl,1,0
wuoz.bialystok.pl,1,0
wup.opole.pl,1,0
www.bytom.pl,1,0
www.cieszyn.pl,1,0
www.grajewo.pl,1,0
www.lebork.pl,1,0
www.lomza.pl,1,1
www.ostroleka.pl,1,0
www.pruszkow.pl,1,0
www.swinoujscie.pl,1,1
www.warszawa.pl,1,0
wycieczkiszkolne.szczecin.pl,1,0
wydawnictwo.opole.pl,1,0
wynajemsal.bialystok.pl,1,0
wyspamalucha.edu.pl,1,0
wzdz.opole.pl,1,0
zaczarowana.edu.pl,1,0
zamekgorny.opole.pl,1,0
zamg.klodzko.pl,1,0
zawodowe.edu.pl,1,0
zbiorybwa.rzeszow.pl,1,0
zcemip-projekty.szczecin.pl,1,0
zdp.ostroleka.pl,1,0
zdrowie.gov.pl,1,0
zdz.pila.pl,1,0
ziarenkobielice.edu.pl,1,0
zieba.wroclaw.pl,1,0
zielenmiejska.kutno.pl,1,0
zielonalinia.gov.pl,1,0
zielonepatio.szczecin.pl,1,0
zkm.bielawa.pl,1,0
zmywarki.warszawa.pl,1,0
zoo.opole.pl,1,0
zoo.wroclaw.pl,1,0
zpap.opole.pl,1,0
zs2.rzeszow.pl,1,0
zs3.rzeszow.pl,1,0
zsbcu.szczecin.pl,1,0
zsc.bydgoszcz.pl,1,0
zsdzierzgon.edu.pl,1,0
zse.rzeszow.pl,1,0
zsgronowo.edu.pl,1,0
zsku.rzeszow.pl,1,0
zso4.rzeszow.pl,1,0
zsp2.edu.pl,1,0
zsps2.bialystok.pl,1,0
zsz5.bydgoszcz.pl,1,0
zszdz.rzeszow.pl,1,0
zuom.bydgoszcz.pl,1,0
zwiazek-fahrenheita.edu.pl,1,0
zwierzeta.radom.pl,1,0
almatur.opole.pl,0,1
budowlanysklep.warszawa.pl,0,1
instuweb.edu.pl,0,2
mbnp.mielec.pl,0,1
mkolbe.wroclaw.pl,0,1
ptma.szczecin.pl,0,1
sp303.edu.pl,0,1
tms.wroclaw.pl,0,1
