domain,kind,country,level
jhga.gov.cn,exclude,CHN_china,local
jhpolice.gov.in,exact,IND_india,central-1
jiading.gov.cn,exclude,CHN_china,local
jian.gov.cn,exclude,CHN_china,local
jiangsu.gov.cn,exact,CHN_china,central-1
jiangxi.gov.cn,exact,CHN_china,central-1
jiangxia.gov.cn,exclude,CHN_china,local
jiangyou.gov.cn,exclude,CHN_china,local
jigawastate.gov.ng,exact,NGA_nigeria,central-1
jimei.gov.cn,exclude,CHN_china,local
jimmycarterlibrary.gov,subtree,USA_united_states,central
jingan.gov.cn,exclude,CHN_china,local
jingmen.gov.cn,exclude,CHN_china,local
jinjiang.gov.cn,exclude,CHN_china,local
jinqiao.gov.cn,exclude,CHN_china,local
jiyuan.gov.cn,exclude,CHN_china,local
jk.gov.in,exact,IND_india,central-1
jkcomtax.gov.in,exact,IND_india,central-1
jktenders.gov.in,exact,IND_india,central-1
jl.gov.cn,exact,CHN_china,central-1
jljt.gov.cn,exact,CHN_china,central-1
jlta.gov.cn,exact,CHN_china,central-1
jm.gov.cn,exclude,CHN_china,local
jnfda.gov.cn,exclude,CHN_china,local
jobcorps.gov,subtree,USA_united_states,central
johnston-cc.gov.uk,exclude,GBR_united_kingdom,local
johor.gov.my,exact,MYS_malaysia,central-1
joinamericorps.gov,subtree,USA_united_states,central
jomfrulandnasjonalpark.no,subtree,NOR_norway,central
jpo.gov,subtree,USA_united_states,central
jpsc.gov.in,exact,IND_india,central-1
jpscotland.gov.uk,exact,GBR_united_kingdom,central-1
js-l-tax.gov.cn,exact,CHN_china,central-1
js.gov.cn,exact,CHN_china,central-1
jsds.gov.cn,exact,CHN_china,central-1
jsfpc.gov.cn,exact,CHN_china,central-1
jsga.gov.cn,exact,CHN_china,central-1
jsgsj.gov.cn,exact,CHN_china,central-1
jshb.gov.cn,exact,CHN_china,central-1
jssi.gov.cn,exact,CHN_china,central-1
jsszhrss.gov.cn,exclude,CHN_china,local
jswjw.gov.cn,exact,CHN_china,central-1
jsws.gov.cn,exact,CHN_china,central-1
jsxzhrss.gov.cn,exclude,CHN_china,local
jsychrss.gov.cn,exclude,CHN_china,local
jszwfw.gov.cn,exact,CHN_china,central-1
juarez-nl.gob.mx,exclude,MEX_mexico,local
juarez.gob.mx,exclude,MEX_mexico,local
judicialconference.gov,subtree,USA_united_states,central
juicioenlineasinaloa.gob.mx,exact,MEX_mexico,central-1
jujuy.gob.ar,exact,ARG_argentina,central-1
juntos.gov,subtree,USA_united_states,central
jusbaires.gob.ar,exact,ARG_argentina,central-1
jusfc.gov,subtree,USA_united_states,central
jusrionegro.gob.ar,exact,ARG_argentina,central-1
jussantacruz.gob.ar,exact,ARG_argentina,central-1
justauth.gov,subtree,USA_united_states,central
justdigi.ee,subtree,EST_estonia,central
justervesenet.no,subtree,NOR_norway,central
justice-ni.gov.uk,exact,GBR_united_kingdom,central-1
justice.gov,subtree,USA_united_states,central
justiciachaco.gob.ar,exact,ARG_argentina,central-1
justiciacordoba.gob.ar,exact,ARG_argentina,central-1
justiciajujuy.gob.ar,exact,ARG_argentina,central-1
justicialapampa.gob.ar,exact,ARG_argentina,central-1
justicialarioja.gob.ar,exact,ARG_argentina,central-1
justiciapenalaguascalientes.gob.mx,exact,MEX_mexico,central-1
justismuseet.no,subtree,NOR_norway,central
justitsministeriet.dk,subtree,DNK_denmark,central
justthinktwice.gov,subtree,USA_united_states,central
juventinorosas.gob.mx,exclude,MEX_mexico,local
jwod.gov,subtree,USA_united_states,central
jx.gov.cn,exact,CHN_china,central-1
jxedu.gov.cn,exact,CHN_china,central-1
jxwater.gov.cn,exact,CHN_china,central-1
jzgabmfw.gov.cn,exclude,CHN_china,local
kadunastate.gov.ng,exact,NGA_nigeria,central-1
kaitseministeerium.ee,subtree,EST_estonia,central
kalkan-bld.gov.tr,exclude,TUR_turkey,local
kam.lt,subtree,LTU_lithuania,central
kandf-pc.gov.uk,exclude,GBR_united_kingdom,local
kanostate.gov.ng,exact,NGA_nigeria,central-1
karabukozelidare.gov.tr,exact,TUR_turkey,central-1
karnataka.gov.in,exact,IND_india,central-1
karsozelidarecbs.gov.tr,exact,TUR_turkey,central-1
katsinastate.gov.ng,exact,NGA_nigeria,central-1
kazuo.gov.cn,exclude,CHN_china,local
kbs-parishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kce-pc.gov.uk,exclude,GBR_united_kingdom,local
kdmc.gov.in,exclude,IND_india,local
kebbistate.gov.ng,exact,NGA_nigeria,central-1
kedah.gov.my,exact,MYS_malaysia,central-1
keelbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
keeleparish.gov.uk,exclude,GBR_united_kingdom,local
keevilparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kefm.dk,subtree,DNK_denmark,central
kegworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
keighley.gov.uk,exclude,GBR_united_kingdom,local
keintonmandevilleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kelantan.gov.my,exact,MYS_malaysia,central-1
kelbrookandsough-pc.gov.uk,exclude,GBR_united_kingdom,local
kelfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kellingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kellington-pc.gov.uk,exclude,GBR_united_kingdom,local
kelsalecumcarlton-pc.gov.uk,exclude,GBR_united_kingdom,local
kelvedonhatch-pc.gov.uk,exclude,GBR_united_kingdom,local
kelvedonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kembertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kembleandewen-pc.gov.uk,exclude,GBR_united_kingdom,local
kemertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kempseyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kempsfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kempston-tc.gov.uk,exclude,GBR_united_kingdom,local
kempstonrural-pc.gov.uk,exclude,GBR_united_kingdom,local
kemsingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kenardington-pc.gov.uk,exclude,GBR_united_kingdom,local
kendaltowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kenilworth-tc.gov.uk,exclude,GBR_united_kingdom,local
kenn-pc.gov.uk,exclude,GBR_united_kingdom,local
kennedy-center.gov,subtree,USA_united_states,central
kennett-pc.gov.uk,exclude,GBR_united_kingdom,local
kenninghallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kennington-pc.gov.uk,exclude,GBR_united_kingdom,local
kenningtoncc.gov.uk,exclude,GBR_united_kingdom,local
kennparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kensworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kent-pcc.gov.uk,exclude,GBR_united_kingdom,local
kent.gov.uk,exclude,GBR_united_kingdom,local
kentalc.gov.uk,exclude,GBR_united_kingdom,local
kentandessex-ifca.gov.uk,exclude,GBR_united_kingdom,local
kentchurchparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kentconnects.gov.uk,exclude,GBR_united_kingdom,local
kentford-pc.gov.uk,exclude,GBR_united_kingdom,local
kentonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kenwynparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kepez-bld.gov.tr,exclude,TUR_turkey,local
kerala.gov.in,exact,IND_india,central-1
keralamvd.gov.in,exact,IND_india,central-1
keralanews.gov.in,exact,IND_india,central-1
keralapolice.gov.in,exact,IND_india,central-1
keralapoliceacademy.gov.in,exact,IND_india,central-1
keralaprisons.gov.in,exact,IND_india,central-1
keralawomen.gov.in,exact,IND_india,central-1
keresley-pc.gov.uk,exclude,GBR_united_kingdom,local
kerrier.gov.uk,exclude,GBR_united_kingdom,local
kerrycommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
kerseyparish.gov.uk,exclude,GBR_united_kingdom,local
kesgravetowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kessinglandparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
keswickandintwood-pc.gov.uk,exclude,GBR_united_kingdom,local
keswicktowncouncil.gov.uk,exclude,GBR_united_kingdom,local
ketleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kettering.gov.uk,exclude,GBR_united_kingdom,local
ketteringtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kettleburgh-pc.gov.uk,exclude,GBR_united_kingdom,local
kettleshulmeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kettlestoneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kettlethorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
ketton-pc.gov.uk,exclude,GBR_united_kingdom,local
kewstokeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kexby-pc.gov.uk,exclude,GBR_united_kingdom,local
keynsham-tc.gov.uk,exclude,GBR_united_kingdom,local
keyworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kfir.no,subtree,NOR_norway,central
kh-pc.gov.uk,exclude,GBR_united_kingdom,local
khajane2.gov.in,exact,IND_india,central-1
khm-pc.gov.uk,exclude,GBR_united_kingdom,local
kibworthbeauchamp-pc.gov.uk,exclude,GBR_united_kingdom,local
kidderminster-tc.gov.uk,exclude,GBR_united_kingdom,local
kidderminsterforeign-pc.gov.uk,exclude,GBR_united_kingdom,local
kidderminstertowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kidlington-pc.gov.uk,exclude,GBR_united_kingdom,local
kidlingtontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kidsgrovetowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kidwelly.gov.uk,exclude,GBR_united_kingdom,local
kielderparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kilburnparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kilburnyorkshire-pc.gov.uk,exclude,GBR_united_kingdom,local
kilbypc.gov.uk,exclude,GBR_united_kingdom,local
kilkhampton-pc.gov.uk,exclude,GBR_united_kingdom,local
killamarsh-pc.gov.uk,exclude,GBR_united_kingdom,local
killinghallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kilmersdon-pc.gov.uk,exclude,GBR_united_kingdom,local
kilmestonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kilmingtondevon-pc.gov.uk,exclude,GBR_united_kingdom,local
kilmingtonwiltshireparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kilpeckparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kilpinparish.gov.uk,exclude,GBR_united_kingdom,local
kilsby-pc.gov.uk,exclude,GBR_united_kingdom,local
kilve-pc.gov.uk,exclude,GBR_united_kingdom,local
kimberley-tc.gov.uk,exclude,GBR_united_kingdom,local
kimberleyandcarletonforehoe-pc.gov.uk,exclude,GBR_united_kingdom,local
kimbleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kimboltonandstonely-pc.gov.uk,exclude,GBR_united_kingdom,local
kimcoteandwaltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kimpton-pc.gov.uk,exclude,GBR_united_kingdom,local
kimptonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kineton-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsbridge.gov.uk,exclude,GBR_united_kingdom,local
kingsbromley-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsbrook-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsbury-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsclere-pc.gov.uk,exclude,GBR_united_kingdom,local
kingscliffe-pc.gov.uk,exclude,GBR_united_kingdom,local
kingscoteparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingsdon-pc.gov.uk,exclude,GBR_united_kingdom,local
kingshillparish.gov.uk,exclude,GBR_united_kingdom,local
kingshilltowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kingskerswell-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsland-pc.gov.uk,exclude,GBR_united_kingdom,local
kingslangley-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsleyparish.gov.uk,exclude,GBR_united_kingdom,local
kingsleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingsnewnhamparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
kingsnorthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingssomborne-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsstanleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingssutton-pc.gov.uk,exclude,GBR_united_kingdom,local
kingsteignton.gov.uk,exclude,GBR_united_kingdom,local
kingsthorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
kingston-pc.gov.uk,exclude,GBR_united_kingdom,local
kingston-wsx-pc.gov.uk,exclude,GBR_united_kingdom,local
kingston.gov.uk,exclude,GBR_united_kingdom,local
kingstoneandthruxtongroup-pc.gov.uk,exclude,GBR_united_kingdom,local
kingstonkent-pc.gov.uk,exclude,GBR_united_kingdom,local
kingstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingstonseymourparish.gov.uk,exclude,GBR_united_kingdom,local
kingswearparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingswood-tc.gov.uk,exclude,GBR_united_kingdom,local
kingswoodparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingsworthy-pc.gov.uk,exclude,GBR_united_kingdom,local
kingtonlangley-pc.gov.uk,exclude,GBR_united_kingdom,local
kingtonstmichaelparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kingtontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kingwestonparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
kinletparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kinnerleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kinnersleygroup-pc.gov.uk,exclude,GBR_united_kingdom,local
kinoultonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kinrosscommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
kinver-pc.gov.uk,exclude,GBR_united_kingdom,local
kinwartonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kiplinparish.gov.uk,exclude,GBR_united_kingdom,local
kippax-pc.gov.uk,exclude,GBR_united_kingdom,local
kirbybedon-pc.gov.uk,exclude,GBR_united_kingdom,local
kirbybellarsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirbyhillanddistrict-pc.gov.uk,exclude,GBR_united_kingdom,local
kirbymisperton-pc.gov.uk,exclude,GBR_united_kingdom,local
kirbymuxloe-pc.gov.uk,exclude,GBR_united_kingdom,local
kirbywiskeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirdford-pc.gov.uk,exclude,GBR_united_kingdom,local
kirikkale-bld.gov.tr,exclude,TUR_turkey,local
kirkandrewsonesk-pc.gov.uk,exclude,GBR_united_kingdom,local
kirkbamptonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkbrideparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkburnparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkburtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkbylathorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
kirkbymoorsidetowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkdeightonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkella-westella-pc.gov.uk,exclude,GBR_united_kingdom,local
kirkhammerton-pc.gov.uk,exclude,GBR_united_kingdom,local
kirkhamtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkiretonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirklangleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirklees.gov.uk,exclude,GBR_united_kingdom,local
kirklingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirklintonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirknewtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkoswald-pc.gov.uk,exclude,GBR_united_kingdom,local
kirksmeatonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirkwhelpington-pc.gov.uk,exclude,GBR_united_kingdom,local
kirmington-croxton-parishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kirtoninlindseytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kirtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kislingburyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
kiziltepe-bld.gov.tr,exclude,TUR_turkey,local
km.dk,subtree,DNK_denmark,central
km.gov.cn,exclude,CHN_china,local
kmld-pc.gov.uk,exclude,GBR_united_kingdom,local
kmps-pc.gov.uk,exclude,GBR_united_kingdom,local
kmvn.gov.in,exact,IND_india,central-1
knaithparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
knaresboroughtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
knarsdalewithkirkhaugh-pc.gov.uk,exclude,GBR_united_kingdom,local
knaytoncumbrawithparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
knebworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
knightonontemepc.gov.uk,exclude,GBR_united_kingdom,local
knightsford-pc.gov.uk,exclude,GBR_united_kingdom,local
kniveton-pc.gov.uk,exclude,GBR_united_kingdom,local
knockholtparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
knockin-pc.gov.uk,exclude,GBR_united_kingdom,local
knossingtonandcoldoverton-pc.gov.uk,exclude,GBR_united_kingdom,local
knottingandsouldrop-pc.gov.uk,exclude,GBR_united_kingdom,local
know2protect.gov,subtree,USA_united_states,central
knowltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
knowsley.gov.uk,exclude,GBR_united_kingdom,local
knowsleytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
knowstoneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
knutsfordtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
kob-pc.gov.uk,exclude,GBR_united_kingdom,local
kogistate.gov.ng,exact,NGA_nigeria,central-1
konfliktraadet.no,subtree,NOR_norway,central
kongehuset.no,subtree,NOR_norway,central
konkurransetilsynet.no,subtree,NOR_norway,central
kopargaonmc.gov.in,exclude,IND_india,local
kormany.hu,subtree,HUN_hungary,central
koro.no,subtree,NOR_norway,central
ks.gov.cn,exclude,CHN_china,local
ksp.gov.in,exact,IND_india,central-1
kswjw.gov.cn,exclude,CHN_china,local
kul.ee,subtree,EST_estonia,central
kulturdirektoratet.no,subtree,NOR_norway,central
kulturminnefondet.no,subtree,NOR_norway,central
kulturtanken.no,subtree,NOR_norway,central
kum.dk,subtree,DNK_denmark,central
kunnskapsdepartementet.no,subtree,NOR_norway,central
kunstfond.no,subtree,NOR_norway,central
kwarastate.gov.ng,exact,NGA_nigeria,central-1
kyloeparish.gov.uk,exclude,GBR_united_kingdom,local
kystverket.no,subtree,NOR_norway,central
la-antigua.gob.mx,exclude,MEX_mexico,local
labor.gov,subtree,USA_united_states,central
lacautiva.gob.ar,exclude,ARG_argentina,local
lacebyvillagecouncil.gov.uk,exclude,GBR_united_kingdom,local
lachdennisandlostockgreenparish.gov.uk,exclude,GBR_united_kingdom,local
lackfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lacoast.gov,subtree,USA_united_states,central
lacockparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lacumbre.gob.ar,exclude,ARG_argentina,local
ladakh.gov.in,exact,IND_india,central-1
ladbroke-pc.gov.uk,exclude,GBR_united_kingdom,local
ladockparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lafrancia.gob.ar,exclude,ARG_argentina,local
lagosstate.gov.ng,exact,NGA_nigeria,central-1
lagranja.gob.ar,exclude,ARG_argentina,local
lake-district.gov.uk,exclude,GBR_united_kingdom,local
lakedistrict.gov.uk,exclude,GBR_united_kingdom,local
lakenheathparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lakeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lakesparish.gov.uk,exclude,GBR_united_kingdom,local
lakpds.gov.in,exact,IND_india,central-1
lakshadweep.gov.in,exact,IND_india,central-1
lalestoncommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
lambeth.gov.uk,exclude,GBR_united_kingdom,local
lambourn-pc.gov.uk,exclude,GBR_united_kingdom,local
lambourneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lamendieta.gob.ar,exclude,ARG_argentina,local
lamertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lamesleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lanarkshire-vjb.gov.uk,exclude,GBR_united_kingdom,local
lancashire-cca.gov.uk,exclude,GBR_united_kingdom,local
lancashire-pcc.gov.uk,exclude,GBR_united_kingdom,local
lancashire.gov.uk,exclude,GBR_united_kingdom,local
lancaster.gov.uk,exclude,GBR_united_kingdom,local
lanchesterparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lancingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lancsmuseums.gov.uk,exclude,GBR_united_kingdom,local
landbruksdirektoratet.no,subtree,NOR_norway,central
landfire.gov,subtree,USA_united_states,central
landford-pc.gov.uk,exclude,GBR_united_kingdom,local
landimaging.gov,subtree,USA_united_states,central
landlordregistrationni.gov.uk,exact,GBR_united_kingdom,central-1
landlordregistrationscotland.gov.uk,exact,GBR_united_kingdom,central-1
landrakeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
landulphparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
landwebni.gov.uk,exact,GBR_united_kingdom,central-1
laneendparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
laneham-pc.gov.uk,exclude,GBR_united_kingdom,local
laneshawbridge-pc.gov.uk,exclude,GBR_united_kingdom,local
langarcumbarnstone-pc.gov.uk,exclude,GBR_united_kingdom,local
langcliffe-pc.gov.uk,exclude,GBR_united_kingdom,local
langford-pc.gov.uk,exclude,GBR_united_kingdom,local
langfordandulting-pc.gov.uk,exclude,GBR_united_kingdom,local
langham-pc.gov.uk,exclude,GBR_united_kingdom,local
langleyburrellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
langleyparish.gov.uk,exclude,GBR_united_kingdom,local
langleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
langleywarks-pc.gov.uk,exclude,GBR_united_kingdom,local
langleywithhardley-pc.gov.uk,exclude,GBR_united_kingdom,local
langrish-pc.gov.uk,exclude,GBR_united_kingdom,local
langrivilleparish.gov.uk,exclude,GBR_united_kingdom,local
langsettparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
langtoft-pc.gov.uk,exclude,GBR_united_kingdom,local
langtoftparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
langtonmatravers-pc.gov.uk,exclude,GBR_united_kingdom,local
langwathby-pc.gov.uk,exclude,GBR_united_kingdom,local
langwithparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
langworthgroup-pc.gov.uk,exclude,GBR_united_kingdom,local
lanhydrockparish.gov.uk,exclude,GBR_united_kingdom,local
lanivetparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lanl.gov,subtree,USA_united_states,central
lanliveryparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lanteglosbyfoweyparish.gov.uk,exclude,GBR_united_kingdom,local
lanus.gob.ar,exclude,ARG_argentina,local
lapampa.gob.ar,exact,ARG_argentina,central-1
lapaz.gob.ar,exclude,ARG_argentina,local
lapiedad.gob.mx,exclude,MEX_mexico,local
laplata.gob.ar,exclude,ARG_argentina,local
lapuertaambato.gob.ar,exclude,ARG_argentina,local
lapworth-pc.gov.uk,exclude,GBR_united_kingdom,local
laquiaca.gob.ar,exclude,ARG_argentina,local
larioja.gob.ar,exact,ARG_argentina,central-1
lartingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lasgrutasturismo.gob.ar,exclude,ARG_argentina,local
lastermasderiohondo.gob.ar,exclude,ARG_argentina,local
latchingdon-pc.gov.uk,exclude,GBR_united_kingdom,local
lathomparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lathomsouthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
latton-pc.gov.uk,exclude,GBR_united_kingdom,local
latvija.lv,subtree,LVA_latvia,central
laughton-pc.gov.uk,exclude,GBR_united_kingdom,local
laughtonparish.gov.uk,exclude,GBR_united_kingdom,local
laughtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
launceston-tc.gov.uk,exclude,GBR_united_kingdom,local
launch.gov,subtree,USA_united_states,central
launton-pc.gov.uk,exclude,GBR_united_kingdom,local
lavalle.gob.ar,exclude,ARG_argentina,local
lavallemendoza.gob.ar,exclude,ARG_argentina,local
lavantparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lavendon-pc.gov.uk,exclude,GBR_united_kingdom,local
lavenham-pc.gov.uk,exclude,GBR_united_kingdom,local
laverstockford-pc.gov.uk,exclude,GBR_united_kingdom,local
law.gov,subtree,USA_united_states,central
lawfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lawleyoverdale-pc.gov.uk,exclude,GBR_united_kingdom,local
lawshallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
laxfield-pc.gov.uk,exclude,GBR_united_kingdom,local
laxtonmoorhouseparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
layerdelahayeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
layhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lazaro-cardenas.gob.mx,exclude,MEX_mexico,local
lazonbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lbbd.gov.uk,exclude,GBR_united_kingdom,local
lbhf.gov.uk,exclude,GBR_united_kingdom,local
lbjlibrary.gov,subtree,USA_united_states,central
lbl.gov,subtree,USA_united_states,central
lbwf.gov.uk,exclude,GBR_united_kingdom,local
lcacommons.gov,subtree,USA_united_states,central
lcrmscp.gov,subtree,USA_united_states,central
lctl.gov,subtree,USA_united_states,central
lda.gov,subtree,USA_united_states,central
leacottam-pc.gov.uk,exclude,GBR_united_kingdom,local
leadenham-pc.gov.uk,exclude,GBR_united_kingdom,local
leadenrodingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leagarsdoncleverton-pc.gov.uk,exclude,GBR_united_kingdom,local
leamarstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leamingtonspatowncouncil.gov.uk,exclude,GBR_united_kingdom,local
learnatf.gov,subtree,USA_united_states,central
learndoj.gov,subtree,USA_united_states,central
leasinghamroxholm-pc.gov.uk,exclude,GBR_united_kingdom,local
leavenheath-pc.gov.uk,exclude,GBR_united_kingdom,local
lechladeonthames-tc.gov.uk,exclude,GBR_united_kingdom,local
leckhampsteadbucks-pc.gov.uk,exclude,GBR_united_kingdom,local
leckhamptonwithwardenhill-pc.gov.uk,exclude,GBR_united_kingdom,local
leconfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
ledburytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
ledshamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leebotwoodandlongnor-pc.gov.uk,exclude,GBR_united_kingdom,local
leeds.gov.uk,exclude,GBR_united_kingdom,local
leedsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leektowncouncil.gov.uk,exclude,GBR_united_kingdom,local
leekwoottonandguyscliffeparish.gov.uk,exclude,GBR_united_kingdom,local
legbourne-pc.gov.uk,exclude,GBR_united_kingdom,local
legiscba.gob.ar,exact,ARG_argentina,central-1
legislaturadetucuman.gob.ar,exact,ARG_argentina,central-1
legislaturaformosa.gob.ar,exact,ARG_argentina,central-1
legislaturaneuquen.gob.ar,exact,ARG_argentina,central-1
