hostname,country,label,website
english.bjut.edu.cn,CHN_china,Beijing University of Technology,https://english.bjut.edu.cn/
english.pku.edu.cn,CHN_china,Peking University,https://english.pku.edu.cn
english.scau.edu.cn,CHN_china,South China Agricultural University,https://english.scau.edu.cn/
english.tyut.edu.cn,CHN_china,Taiyuan University of Technology,https://english.tyut.edu.cn/
fudan.edu.cn,CHN_china,Fudan University,https://www.fudan.edu.cn
guet.edu.cn,CHN_china,Guilin University of Electronic Technology,https://www.guet.edu.cn
hku.hk,CHN_china,University of Hong Kong,https://hku.hk
hkust.edu.hk,CHN_china,Hong Kong University of Science and Technology,https://hkust.edu.hk
hngazk.edu.cn,CHN_china,Henan Police College,http://www.hngazk.edu.cn/
hxu.edu.cn,CHN_china,Hexi University,http://www.hxu.edu.cn/
imust.edu.cn,CHN_china,Inner Mongolia University of Science and Technology,http://www.imust.edu.cn/
international.cqnu.edu.cn,CHN_china,Chongqing Normal University,http://international.cqnu.edu.cn/default-en.asp
ln.edu.hk,CHN_china,Lingnan University,https://www.ln.edu.hk/
nankai.edu.cn,CHN_china,Nankai University,https://www.nankai.edu.cn/
nau.edu.cn,CHN_china,Nanjing Audit University,http://www.nau.edu.cn
ncepu.edu.cn,CHN_china,North China Electric Power University,http://www.ncepu.edu.cn/
njfu.edu.cn,CHN_china,Nanjing Forestry University,http://www.njfu.edu.cn/
njmu.edu.cn,CHN_china,Nanjing Medical University,http://www.njmu.edu.cn/
nju.edu.cn,CHN_china,Nanjing University,https://www.nju.edu.cn/main.htm
pku.edu.cn,CHN_china,Peking University,https://pku.edu.cn
police.gov.hk,CHN_china,Hong Kong Police College,http://www.police.gov.hk/ppp_tc/07_police_college
ruc.edu.cn,CHN_china,Renmin University of China,https://www.ruc.edu.cn/
scau.edu.cn,CHN_china,South China Agricultural University,https://www.scau.edu.cn/
scut.edu.cn,CHN_china,South China University of Technology,http://www.scut.edu.cn/
shou.edu.cn,CHN_china,Shanghai Ocean University,http://www.shou.edu.cn
shu.edu.cn,CHN_china,Shanghai University,http://www.shu.edu.cn
shzuni.com,CHN_china,Shihezi University,https://www.shzuni.com
sisu.edu.cn,CHN_china,Sichuan International Studies University,http://sisu.edu.cn/
sus.edu.cn,CHN_china,Shanghai University of Sport,http://www.sus.edu.cn/
sxu.edu.cn,CHN_china,Shanxi University,http://www.sxu.edu.cn
sysu.edu.cn,CHN_china,Sun Yat-sen University,http://www.sysu.edu.cn/
tsinghua.edu.cn,CHN_china,Tsinghua University,https://www.tsinghua.edu.cn
tyut.edu.cn,CHN_china,Taiyuan University of Technology,https://www.tyut.edu.cn/
whu.edu.cn,CHN_china,Wuhan University,http://www.whu.edu.cn
xidian.edu.cn,CHN_china,Xidian University,http://www.xidian.edu.cn/
xmu.edu.cn,CHN_china,Xiamen University,https://www.xmu.edu.cn/
ynnu.edu.cn,CHN_china,Yunnan Normal University,http://www.ynnu.edu.cn
ynu.edu.cn,CHN_china,Yunnan University,http://www.ynu.edu.cn/
zjcm.edu.cn,CHN_china,Zhejiang Conservatory of Music,http://www.zjcm.edu.cn
zjou.edu.cn,CHN_china,Zhejiang Ocean University,http://www.zjou.edu.cn/
zufe.edu.cn,CHN_china,Zhejiang University of Finance and Economics,http://www.zufe.edu.cn/
zwu.edu.cn,CHN_china,Zhejiang Wanli University,https://www.zwu.edu.cn/
univ-na.edu.ci,CIV_cote_d_ivoire,University of Abobo-Adjamé,http://www.univ-na.edu.ci
univ-garoua.cm,CMR_cameroon,University of Garoua,https://univ-garoua.cm/
univ-maroua.cm,CMR_cameroon,Université de Maroua,http://www.univ-maroua.cm/
uy1.uninet.cm,CMR_cameroon,Université de Yaoundé I,http://www.uy1.uninet.cm/
unikin.ac.cd,COD_democratic_republic_of_the_congo,University of Kinshasa,http://www.unikin.ac.cd/
unikis.ac.cd,COD_democratic_republic_of_the_congo,University of Kisangani,http://www.unikis.ac.cd/
univofbukavu.org,COD_democratic_republic_of_the_congo,Université Officielle de Bukavu,https://www.univofbukavu.org/
uom.cd,COD_democratic_republic_of_the_congo,Université Officielle de Mbujimayi,https://uom.cd/
umng.cg,COG_republic_of_the_congo,Marien Ngouabi University,http://www.umng.cg/
endeporte.edu.co,COL_colombia,Institución Universitaria Escuela Nacional del Deporte,https://www.endeporte.edu.co/
esap.edu.co,COL_colombia,High School of Public Administration of Colombia. (ESAP),http://www.esap.edu.co
fasab.udistrital.edu.co,COL_colombia,Superior Academy of Arts of Bogotá,http://fasab.udistrital.edu.co:8080/
uaiinpebi-cric.edu.co,COL_colombia,Universidad Autónoma Indígena Intercultural,https://uaiinpebi-cric.edu.co/
udea.edu.co,COL_colombia,University of Antioquia,https://www.udea.edu.co/
unal.edu.co,COL_colombia,National University of Colombia,https://unal.edu.co/
uniatlantico.edu.co,COL_colombia,University of Atlántico,https://www.uniatlantico.edu.co
unicauca.edu.co,COL_colombia,University of Cauca,http://www.unicauca.edu.co/
univalle.edu.co,COL_colombia,University of Valle,http://www.univalle.edu.co
utp.edu.co,COL_colombia,Technological University of Pereira,http://www.utp.edu.co/english/
uta.cv,CPV_cape_verde,Atlantic Technical University,https://uta.cv
cujae.edu.cu,CUB_cuba,Polytechnic José Antonio Echeverría,http://cujae.edu.cu/
instituciones.sld.cu,CUB_cuba,Universidad de Ciencias Médicas de la Habana,https://instituciones.sld.cu/ucmh/
uh.cu,CUB_cuba,University of Havana,https://www.uh.cu
uo.edu.cu,CUB_cuba,University of Santiago de Cuba,https://www.uo.edu.cu/
ucy.ac.cy,CYP_cyprus,University of Cyprus,http://www.ucy.ac.cy/el/
amu.cz,CZE_czechia,Academy of Performing Arts,http://www.amu.cz/
cuni.cz,CZE_czechia,Charles University,https://cuni.cz
cvut.cz,CZE_czechia,Czech Technical University in Prague,https://cvut.cz
muni.cz,CZE_czechia,Masaryk University,https://www.muni.cz
upol.cz,CZE_czechia,Palacký University Olomouc,http://www.upol.cz/en/
vse.cz,CZE_czechia,Prague University of Economics and Business,https://www.vse.cz/
zcu.cz,CZE_czechia,University of West Bohemia,https://www.zcu.cz/
abk-stuttgart.de,DEU_germany,State Academy of Fine Arts Stuttgart,https://www.abk-stuttgart.de/
adbk-nuernberg.de,DEU_germany,"Academy of Fine Arts, Nuremberg",https://adbk-nuernberg.de
adk-bw.de,DEU_germany,Academy of Performing Arts Baden-Wuerttemberg,https://adk-bw.de/
adwmainz.de,DEU_germany,Academy of Sciences and Literature Mainz,http://www.adwmainz.de
archivschule.de,DEU_germany,Archivschule Marburg,https://www.archivschule.de/
ash-berlin.eu,DEU_germany,Alice Salomon University,https://www.ash-berlin.eu/
b-tu.de,DEU_germany,Brandenburg University of Technology Cottbus-Senftenberg,https://www.b-tu.de/
ba-breitenbrunn.de,DEU_germany,Staatliche Studienakademie Breitenbrunn,http://www.ba-breitenbrunn.de/
ba-glauchau.de,DEU_germany,Berufsakademie Glauchau,http://www.ba-glauchau.de
ba-leipzig.de,DEU_germany,Staatliche Studienakademie Leipzig,https://www.ba-leipzig.de
ba-plauen.de,DEU_germany,Q828771,https://www.ba-plauen.de/
ba-riesa.de,DEU_germany,Staatliche Studienakademie Riesa,https://www.ba-riesa.de/
bam.de,DEU_germany,Bundesanstalt für Materialforschung und -prüfung (BAM),https://www.bam.de/Navigation/DE/Home/home.html
bht-berlin.de,DEU_germany,University of Applied Sciences Berlin,https://www.bht-berlin.de/
burg-halle.de,DEU_germany,Burg Giebichenstein University of Art and Design Halle,https://www.burg-halle.de/
cjfa.eu,DEU_germany,Franco-German Legal Centre,https://www.cjfa.eu/
dhbw-heidenheim.de,DEU_germany,Duale Hochschule Baden-Württemberg Heidenheim,http://www.dhbw-heidenheim.de/
dhbw-loerrach.de,DEU_germany,Baden-Wuerttemberg Cooperative State University Loerrach,http://www.dhbw-loerrach.de/
dhbw-mannheim.de,DEU_germany,Duale Hochschule Baden-Württemberg Mannheim,http://www.dhbw-mannheim.de/
dhbw-ravensburg.de,DEU_germany,Ravensburg University of Cooperative Education,http://www.dhbw-ravensburg.de
dhbw-stuttgart.de,DEU_germany,DHBW Stuttgart,http://dhbw-stuttgart.de/
dhbw-vs.de,DEU_germany,Duale Hochschule Baden-Württemberg Villingen-Schwenningen,https://www.dhbw-vs.de/
dhge.de,DEU_germany,Duale Hochschule Gera-Eisenach,http://www.dhge.de
dhsn.de,DEU_germany,Staatliche Studienakademie Dresden,https://www.dhsn.de/dresden
dshs-koeln.de,DEU_germany,German Sport University Cologne,https://www.dshs-koeln.de/
eah-jena.de,DEU_germany,University of Applied Sciences Jena,https://www.eah-jena.de/
en.hochschule-ruhr-west.de,DEU_germany,Ruhr West University of Applied Sciences,http://en.hochschule-ruhr-west.de/
en.khm.de,DEU_germany,Academy of Media Arts Cologne,https://en.khm.de/
europa-uni.de,DEU_germany,European University Viadrina,https://www.europa-uni.de
fachhochschule-edenkoben.de,DEU_germany,Hochschule für Finanzen Rheinland-Pfalz,http://www.fachhochschule-edenkoben.de/
fau.de,DEU_germany,University of Erlangen–Nuremberg,https://www.fau.de/
fau.eu,DEU_germany,University of Erlangen–Nuremberg,https://www.fau.eu/
fernuni-hagen.de,DEU_germany,FernUniversität in Hagen,https://www.fernuni-hagen.de/
fh-aachen.de,DEU_germany,FH Aachen,https://www.fh-aachen.de/
fh-erfurt.de,DEU_germany,University of Applied Sciences Erfurt,http://www.fh-erfurt.de/
fh-kiel.de,DEU_germany,Kiel University of Applied Science,https://www.fh-kiel.de/
fh-muenster.de,DEU_germany,FH Münster,https://www.fh-muenster.de/
fh-polizei.sachsen-anhalt.de,DEU_germany,University of Applied Police Sciences Saxony Anhalt,https://fh-polizei.sachsen-anhalt.de/
fh-schwetzingen.de,DEU_germany,Schwetzingen Technical Institute & Graduate Court Registrars' College,http://www.fh-schwetzingen.de/
fh-swf.de,DEU_germany,South Westphalia University of Applied Sciences,https://www.fh-swf.de/
fh-westkueste.de,DEU_germany,Fachhochschule Westküste,http://www.fh-westkueste.de/
fh-zwickau.de,DEU_germany,Westsächsische Hochschule Zwickau - University of Applied Sciences,https://www.fh-zwickau.de/
fhr-nord.niedersachsen.de,DEU_germany,HR Nord,http://www.fhr-nord.niedersachsen.de/
fhsv.sachsen.de,DEU_germany,University of Applied Sciences Meissen,https://www.fhsv.sachsen.de/
fhvd.de,DEU_germany,University of Applied Sciences for Administration and Services,http://www.fhvd.de/
filmakademie.de,DEU_germany,Film Academy Baden-Württemberg,http://www.filmakademie.de/
filmuniversitaet.de,DEU_germany,Konrad Wolf Film University of Babelsberg,http://www.filmuniversitaet.de/
folkwang-uni.de,DEU_germany,Folkwang University of the Arts,http://www.folkwang-uni.de/
fu-berlin.de,DEU_germany,Freie Universität Berlin,https://www.fu-berlin.de/
goethe-university-frankfurt.de,DEU_germany,Goethe University Frankfurt,https://www.goethe-university-frankfurt.de/
h-brs.de,DEU_germany,Bonn-Rhein-Sieg University of Applied Sciences,http://www.h-brs.de
h-da.de,DEU_germany,Darmstadt University of Applied Sciences,http://www.h-da.de/
h-ka.de,DEU_germany,Karlsruhe University of Applied Sciences,https://www.h-ka.de/
haw-landshut.de,DEU_germany,University of Applied Sciences Landshut,http://www.haw-landshut.de/
hawk.de,DEU_germany,HAWK University of Applied Sciences and Arts,https://www.hawk.de/
hbk-bs.de,DEU_germany,Braunschweig University of Art,http://www.hbk-bs.de/
hbksaar.de,DEU_germany,Saar College of Fine Arts,http://www.hbksaar.de
hcu-hamburg.de,DEU_germany,HafenCity University Hamburg,https://www.hcu-hamburg.de
hdm-stuttgart.de,DEU_germany,Stuttgart Media University,https://www.hdm-stuttgart.de
heilbronn.dhbw.de,DEU_germany,Q18287426,http://www.heilbronn.dhbw.de/
hfbk-dresden.de,DEU_germany,Dresden Academy of Fine Arts,http://www.hfbk-dresden.de
hfbk-hamburg.de,DEU_germany,Hochschule für bildende Künste Hamburg,http://www.hfbk-hamburg.de/
hff-muc.de,DEU_germany,University of Television and Film Munich,http://www.hff-muc.de
hff-muenchen.de,DEU_germany,University of Television and Film Munich,https://www.hff-muenchen.de
hfg-gmuend.de,DEU_germany,Hochschule für Gestaltung Schwäbisch Gmünd,http://www.hfg-gmuend.de
hfg-karlsruhe.de,DEU_germany,Karlsruhe University of Arts and Design,https://hfg-karlsruhe.de/en/
hfg-offenbach.de,DEU_germany,Hochschule für Gestaltung Offenbach,http://www.hfg-offenbach.de/
hfk-bremen.de,DEU_germany,University of the Arts Bremen,https://www.hfk-bremen.de/
hfm-berlin.de,DEU_germany,Hanns Eisler Music School Berlin,https://www.hfm-berlin.de/
hfm-detmold.de,DEU_germany,Hochschule für Musik Detmold,http://www.hfm-detmold.de/
hfm-karlsruhe.de,DEU_germany,Hochschule für Musik Karlsruhe,http://www.hfm-karlsruhe.de
hfm-mainz.de,DEU_germany,Hochschule für Musik Mainz,http://www.hfm-mainz.de
hfm-weimar.de,DEU_germany,Hochschule für Musik Franz Liszt Weimar,http://www.hfm-weimar.de/
hfm-wuerzburg.de,DEU_germany,Hochschule für Musik Würzburg,https://www.hfm-wuerzburg.de
hfmdd.de,DEU_germany,Hochschule für Musik Carl Maria von Weber,http://www.hfmdd.de
hfmdk-frankfurt.info,DEU_germany,Frankfurt University of Music and Performing Arts,http://www.hfmdk-frankfurt.info/
hfmt-hamburg.de,DEU_germany,Hamburg University of Music and Drama,https://www.hfmt-hamburg.de/
hfmt-koeln.de,DEU_germany,Hochschule für Musik und Tanz Köln,http://www.hfmt-koeln.de/
hfoev.bremen.de,DEU_germany,Academy for public administration Bremen,http://www.hfoev.bremen.de/
hfpol-bw.de,DEU_germany,University of Applied Sciences for Police Baden-Württemberg,https://www.hfpol-bw.de/
hfs-berlin.de,DEU_germany,Ernst Busch Academy of Dramatic Arts,https://www.hfs-berlin.de/
hft-stuttgart.de,DEU_germany,University of Applied Sciences Stuttgart,https://www.hft-stuttgart.de/
hfwu.de,DEU_germany,Nürtingen-Geislingen University of Applied Science,https://www.hfwu.de/
hgb-leipzig.de,DEU_germany,Academy of Fine Arts Leipzig,http://www.hgb-leipzig.de/
hhu.de,DEU_germany,University of Düsseldorf,https://www.hhu.de/
hm.edu,DEU_germany,Munich University of Applied Sciences,http://hm.edu/
hmt-leipzig.de,DEU_germany,University of Music and Theatre Leipzig,https://www.hmt-leipzig.de/
hmtm-hannover.de,DEU_germany,"Hanover University of Music, Drama and Media",https://www.hmtm-hannover.de/
hmtm.de,DEU_germany,University of Music and Theatre Munich,https://hmtm.de/
hnee.de,DEU_germany,Eberswalde University for Sustainable Development,http://www.hnee.de
hnu.de,DEU_germany,University of Applied Sciences Neu-Ulm,https://www.hnu.de/
hochschule-biberach.de,DEU_germany,University of Applied Sciences Biberach,http://www.hochschule-biberach.de/
hochschule-bochum.de,DEU_germany,Bochum University of Applied Sciences,https://www.hochschule-bochum.de/
hochschule-kempten.de,DEU_germany,Kempten University of Applied Sciences,http://www.hochschule-kempten.de/
hochschule-rhein-waal.de,DEU_germany,Rhine-Waal University of Applied Sciences,http://www.hochschule-rhein-waal.de/
hochschule-ruhr-west.de,DEU_germany,Ruhr West University of Applied Sciences,http://www.hochschule-ruhr-west.de/
hochschule-stralsund.de,DEU_germany,Hochschule Stralsund,https://www.hochschule-stralsund.de/
hochschule-trier.de,DEU_germany,University of Applied Sciences Trier,https://www.hochschule-trier.de/
hoems.hessen.de,DEU_germany,Hesse State University of Applied Sciences for Police and Public Administration Management,https://hoems.hessen.de
hoev-rlp.de,DEU_germany,Hochschule für Öffentliche Verwaltung Rheinland Pfalz,http://www.hoev-rlp.de/
hof-university.de,DEU_germany,University of Applied Sciences Hof,https://www.hof-university.de/
hs-aalen.de,DEU_germany,Aalen University of Applied Sciences,http://www.hs-aalen.de/
hs-albsig.de,DEU_germany,Albstadt-Sigmaringen University,https://www.hs-albsig.de/
hs-anhalt.de,DEU_germany,Hochschule Anhalt,https://www.hs-anhalt.de
hs-ansbach.de,DEU_germany,Ansbach University of Applied Sciences,http://www.hs-ansbach.de
hs-bremen.de,DEU_germany,Bremen University of Applied Sciences,http://www.hs-bremen.de/
hs-bremerhaven.de,DEU_germany,University of Applied Sciences Bremerhaven,https://www.hs-bremerhaven.de
hs-coburg.de,DEU_germany,Coburg University of Applied Sciences,http://www.hs-coburg.de/
hs-duesseldorf.de,DEU_germany,Hochschule Düsseldorf,https://www.hs-duesseldorf.de/
hs-emden-leer.de,DEU_germany,Hochschule Emden / Leer,http://www.hs-emden-leer.de/
hs-esslingen.de,DEU_germany,Esslingen University of Applied Sciences,http://www.hs-esslingen.de
hs-flensburg.de,DEU_germany,Flensburg University of Applied Sciences,https://hs-flensburg.de/
hs-fulda.de,DEU_germany,Fulda University of Applied Sciences,http://www.hs-fulda.de/
hs-geisenheim.de,DEU_germany,Hochschule Geisenheim University,http://www.hs-geisenheim.de/
hs-hannover.de,DEU_germany,Hochschule Hannover,https://hs-hannover.de/
hs-harz.de,DEU_germany,Harz University of Applied Sciences,https://www.hs-harz.de/
hs-heilbronn.de,DEU_germany,Heilbronn University of Applied Sciences,http://www.hs-heilbronn.de/
hs-kehl.de,DEU_germany,University of Applied Sciences Kehl,https://www.hs-kehl.de/
hs-kl.de,DEU_germany,University of Applied Sciences Kaiserslautern,https://www.hs-kl.de/
hs-koblenz.de,DEU_germany,University of Applied Sciences Koblenz,http://www.hs-koblenz.de/
hs-ludwigsburg.de,DEU_germany,University of Applied Sciences Ludwigsburg,http://www.hs-ludwigsburg.de/
hs-magdeburg.de,DEU_germany,Magdeburg-Stendal University of Applied Sciences,http://www.hs-magdeburg.de/
hs-mainz.de,DEU_germany,Mainz University of Applied Sciences,http://www.hs-mainz.de/
hs-mannheim.de,DEU_germany,Mannheim Technical University of Applied Sciences,https://www.hs-mannheim.de/
hs-merseburg.de,DEU_germany,Merseburg University of Applied Sciences,https://www.hs-merseburg.de/
hs-mittweida.de,DEU_germany,Hochschule Mittweida,http://www.hs-mittweida.de/
hs-nb.de,DEU_germany,Neubrandenburg University of Applied Sciences,https://www.hs-nb.de/
hs-niederrhein.de,DEU_germany,Hochschule Niederrhein,https://www.hs-niederrhein.de/
hs-offenburg.de,DEU_germany,University of Applied Sciences Offenburg,https://www.hs-offenburg.de/
hs-osnabrueck.de,DEU_germany,Osnabrück University of Applied Sciences,https://www.hs-osnabrueck.de/
hs-pforzheim.de,DEU_germany,Pforzheim Academy,http://www.hs-pforzheim.de
hs-rm.de,DEU_germany,RheinMain University of Applied Sciences,https://www.hs-rm.de/
hs-rottenburg.net,DEU_germany,Rottenburg University of Applied Forest Sciences,http://www.hs-rottenburg.net
hs-ulm.de,DEU_germany,Ulm University of Applied Sciences,http://hs-ulm.de
hs-wismar.de,DEU_germany,"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design",http://www.hs-wismar.de
hs-worms.de,DEU_germany,University of Applied Sciences Worms,https://www.hs-worms.de/
