domain,http_status,mx
exploretsp.gov,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching exploretsp.gov found.,0 exploretsp.gov.
export.gov,ConnectException,none
eyenote.gov,HttpConnectTimeoutException: HTTP connect timed out,10 cemailhub1in.treasury.gov.; 10 cwmailhub1in.treasury.gov.
faa.gov,HttpConnectTimeoutException: HTTP connect timed out,5 amcrelay4.faa.gov.; 5 amcrelay1.faa.gov.; 5 relay4.faa.gov.; 5 relay1.faa.gov.; 5 amcrelay3.faa.gov.; 5 relay2.faa.gov.; 5 amcrelay2.faa.gov.; 5 relay3.faa.gov.
faasafety.gov,HttpConnectTimeoutException: HTTP connect timed out,5 amcrelay4.faa.gov.; 5 amcrelay.faa.gov.; 5 relay2.faa.gov.; 5 relay1.faa.gov.; 5 amcrelay3.faa.gov.; 5 amcrelay2.faa.gov.; 5 relay3.faa.gov.; 5 relay4.faa.gov.; 5 amcrelay1.faa.gov.
fac.gov,HttpConnectTimeoutException: HTTP connect timed out,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
faca.gov,HttpConnectTimeoutException: HTTP connect timed out,none
facadatabase.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fafsa.gov,HttpConnectTimeoutException: HTTP connect timed out,10 fafsa-gov.mail.protection.outlook.com.
fai.gov,301,10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.
familyplanning.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fan.gov,HttpConnectTimeoutException: HTTP connect timed out,10 aspmx3.googlemail.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.
fapiis.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fara.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mx-dc2.usdoj.gov.; 10 mx-da6.usdoj.gov.
farmerfairness.gov,301,0 .
farmers.gov,302,10 usda-gov.mail.protection.outlook.com.
fasab.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mxa-0030d401.gslb.pphosted.com.; 10 mxb-0030d401.gslb.pphosted.com.
fatherhood.gov,HttpConnectTimeoutException: HTTP connect timed out,30 alt2.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 20 alt1.us.etp.fireeyegov.com.; 10 primary.us.etp.fireeyegov.com.
fbi.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mx-east.fbi.gov.; 20 mx-west.fbi.gov.
fbiic.gov,301,none
fbijobs.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fbilab.gov,HttpConnectTimeoutException: HTTP connect timed out,20 mx-west.fbi.gov.; 10 mx-east.fbi.gov.
fbo.gov,301,none
fca.gov,301,20 mail2.fca.gov.; 10 mail.fca.gov.
fcc.gov,403,10 fcc-gov.mail.protection.outlook.com.
fcic.gov,301,none
fcsic.gov,301,10 mail.fcsic.gov.; 20 mail2.fcsic.gov.
fcsm.gov,302,none
fd.gov,ConnectException,10 mx04.fd.org.; 20 mx03.fd.org.
fda.gov,302,10 smtp9.fda.gov.; 10 smtp7.fda.gov.; 10 smtp6.fda.gov.; 10 smtp8.fda.gov.
fdic.gov,301,10 mail.fdic.gov.; 10 mail3.fdic.gov.; 20 mail2.fdic.gov.
fdicconnect.gov,ConnectException,none
fdicoig.gov,200,10 mail.fdic.gov.; 10 mail3.fdic.gov.; 20 mail2.fdic.gov.
fdlp.gov,200,1 exchange.fdlp.gov.
fdms.gov,301,none
fdsys.gov,301,none
feb.gov,ConnectException,none
fec.gov,302,0 fec-gov.mail.protection.outlook.com.
fedcenter.gov,302,20 grid2f.gseg.att.com.; 35 grid1f.gseg.att.com.; 15 grid1f.gseg.att.com.; 30 grid2f.gseg.att.com.; 50 grid1f6.gseg.att.com.; 5 fedcenter.gov.; 55 grid126.gseg.att.com.; 75 grid2f.gseg.att.com.; 70 grid1f.gseg.att.com.; 40 grid2f.gseg.att.com.; 25 grid1f.gseg.att.com.
federalcourts.gov,ConnectException,none
federalinvestments.gov,200,10 cwmailhub1in.treasury.gov.; 10 cemailhub1in.treasury.gov.
federaljobs.gov,301,none
federalprobation.gov,ConnectException,none
federalregister.gov,302,none
federalreserve.gov,301,20 outmail02.federalreserve.gov.; 10 outmail01.federalreserve.gov.
federalreserveconsumerhelp.gov,301,10 mx2.frb.iphmx.com.; 10 mx1.frb.iphmx.com.
federalrules.gov,ConnectException,none
fedezfile.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fedinfo.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fedinvest.gov,302,10 cwmailhub1in.treasury.gov.; 10 cemailhub1in.treasury.gov.
fedjobs.gov,ConnectException,none
fedpartnership.gov,301,none
fedramp.gov,301,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
fedreg.gov,ConnectException,10 hqmsadcmfr26.fedreg.gov.; 20 hqmsadcmfr24.fedreg.gov.
fedres.gov,HttpConnectTimeoutException: HTTP connect timed out,10 outmail01.federalreserve.gov.; 20 outmail02c.federalreserve.gov.; 10 outmail02.federalreserve.gov.; 20 outmail01c.federalreserve.gov.
fedsfeedfamilies.gov,ConnectException,none
fedshirevets.gov,HttpConnectTimeoutException: HTTP connect timed out,10 cust45693-2.in.mailcontrol.com.; 10 cust45693-1.in.mailcontrol.com.
feedthefuture.gov,HttpConnectTimeoutException: HTTP connect timed out,dig error
fegli.gov,302,none
fehrm.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fema.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mxb-00376703.gslb.gpphosted.com.; 10 mxa-00376703.gslb.gpphosted.com.
ferc.gov,HttpConnectTimeoutException: HTTP connect timed out,0 ferc-gov.mail.protection.outlook.com.
ffb.gov,HttpConnectTimeoutException: HTTP connect timed out,none
ffiec.gov,HttpConnectTimeoutException: HTTP connect timed out,20 outmail02.federalreserve.gov.; 10 outmail01.federalreserve.gov.
fgdc.gov,HttpConnectTimeoutException: HTTP connect timed out,10 fgdc-gov.mail.protection.outlook.com.
fha.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fhfa.gov,HttpConnectTimeoutException: HTTP connect timed out,0 fhfa-gov.mail.protection.outlook.com.
fhfaoig.gov,302,0 fhfaoig-gov.mail.protection.outlook.com.
ficor.gov,200,none
financialresearch.gov,301,none
fincen.gov,HttpTimeoutException: request timed out,10 cemailhub1in.treasury.gov.; 10 cwmailhub1in.treasury.gov.; 32767 ms25064148.msv1.invalid.
findsupport.gov,301,none
findtreatment.gov,200,none
firecode.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fireleadership.gov,HttpConnectTimeoutException: HTTP connect timed out,none
firenet.gov,301,0 firenet-gov.mail.protection.outlook.com.
firescience.gov,HttpConnectTimeoutException: HTTP connect timed out,none
firstgov.gov,302,none
firstnet.gov,200,0 firstnet-gov.mail.protection.outlook.com.
firstrespondertraining.gov,302,10 mxb-00376703.gslb.gpphosted.com.; 10 mxa-00376703.gslb.gpphosted.com.
fishwatch.gov,301,none
fitness.gov,301,10 smtp2.ees.hhs.gov.; 10 smtp.ees.hhs.gov.
fjc.gov,308,20 mail1.uscourts.gov.; 20 mail3.uscourts.gov.; 10 fjc-gov.mail.protection.outlook.com.
fleet.gov,ConnectException,none
fleta.gov,301,none
fletc.gov,301,10 learn.fletc.gov.; 10 test.learn.fletc.gov.; 10 dev.learn.fletc.gov.
flightrights.gov,403,none
floodsmart.gov,301,none
flra.gov,HttpConnectTimeoutException: HTTP connect timed out,0 flra-gov.mail.protection.outlook.com.
flu.gov,301,none
fmc.gov,301,0 fmc-gov.mail.protection.outlook.com.
fmcs.gov,HttpConnectTimeoutException: HTTP connect timed out,0 fmcs-gov.mail.protection.outlook.com.
fmi.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fmshrc.gov,403,0 fmshrc-gov.mail.protection.outlook.com.
fnal.gov,301,10 fnal-gov.mail.protection.outlook.com.
foia.gov,301,10 mx-dc2.usdoj.gov.; 10 mx-da6.usdoj.gov.
foodsafety.gov,HttpConnectTimeoutException: HTTP connect timed out,10 smtp2.ees.hhs.gov.; 10 smtp.ees.hhs.gov.
fordlibrarymuseum.gov,HttpConnectTimeoutException: HTTP connect timed out,10 us.etp.fireeyegov.com.
foreignassistance.gov,HttpConnectTimeoutException: HTTP connect timed out,none
foreignfundinghighered.gov,HttpConnectTimeoutException: HTTP connect timed out,none
forestsandrangelands.gov,200,none
forfeiture.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mx-da6.usdoj.gov.; 10 mx-dc2.usdoj.gov.
forms.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fosteringthefuture.gov,HttpConnectTimeoutException: HTTP connect timed out,0 fosteringthefuture-gov.mail.protection.outlook.com.
fosteringthefuturetogether.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fpc.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fpds.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mail1.fpds.gov.
fpisc.gov,HttpConnectTimeoutException: HTTP connect timed out,10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.
fpki-lab.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fpki.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fraho.gov,HttpConnectTimeoutException: HTTP connect timed out,none
fraud.gov,HttpConnectTimeoutException: HTTP connect timed out,
frb.gov,HttpConnectTimeoutException: HTTP connect timed out,20 outmail02c.federalreserve.gov.; 10 outmail02.federalreserve.gov.; 20 outmail01c.federalreserve.gov.; 10 outmail01.federalreserve.gov.
frc.gov,HttpConnectTimeoutException: HTTP connect timed out,10 us.etp.fireeyegov.com.
freedom.gov,HttpConnectTimeoutException: HTTP connect timed out,none
frs.gov,ConnectException,none
frtib.gov,HttpConnectTimeoutException: HTTP connect timed out,10 frtib-gov.mail.protection.outlook.com.
frtibtest.gov,HttpConnectTimeoutException: HTTP connect timed out,0 frtibtest.gov.
frtr.gov,404,none
fruitsandveggiesmatter.gov,ConnectException,none
fsafeds.gov,200,none
fsd.gov,301,none
fsgb.gov,ConnectException,none
fso.gov,ConnectException,none
fsoc.gov,302,10 cwmailhub1in.treasury.gov.; 10 cemailhub1in.treasury.gov.
fsrs.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mail1.fsrs.gov.; 10 mail2.fsrs.gov.
ftc.gov,403,0 ftc-gov.mail.protection.outlook.com.
fueleconomy.gov,200,5 MTA01.ORNL.gov.; 5 MTA02.ORNL.gov.
fvap.gov,301,10 pri-jeemsg.eemsg.mail.mil.; 20 sec-jeemsg.eemsg.mail.mil.
fws.gov,301,1 fws-gov.mail.protection.outlook.com.
g5.gov,200,none
gao.gov,302,10 mxa-0030d401.gslb.pphosted.com.; 10 mxb-0030d401.gslb.pphosted.com.
gaoinnovation.gov,ConnectException,none
gaoinnovationlab.gov,ConnectException,5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
gaoinnovations.gov,301,none
gaonet.gov,ConnectException,none
gcmrc.gov,301,none
genome.gov,301,none
geoplatform.gov,200,10 geoplatform-gov.mail.protection.outlook.com.
georgewbushlibrary.gov,ConnectException,10 us.etp.fireeyegov.com.
get.gov,200,10 mxb-00376703.gslb.gpphosted.com.; 10 mxa-00376703.gslb.gpphosted.com.
getactive.gov,403,none
getinternet.gov,403,none
getsmartaboutdrugs.gov,HttpConnectTimeoutException: HTTP connect timed out,none
ginniemae.gov,HttpConnectTimeoutException: HTTP connect timed out,10 ginniemae-gov.mail.protection.outlook.com.
girlshealth.gov,HttpConnectTimeoutException: HTTP connect timed out,none
givecfc.gov,HttpConnectTimeoutException: HTTP connect timed out,none
glnpo.gov,HttpConnectTimeoutException: HTTP connect timed out,none
globalentry.gov,301,none
globalhealth.gov,301,none
globe.gov,301,none
glri.gov,HttpConnectTimeoutException: HTTP connect timed out,none
gmta.gov,HttpConnectTimeoutException: HTTP connect timed out,none
go.gov,HttpConnectTimeoutException: HTTP connect timed out,50 gsaetsnextprod.servicenowservices.com.
gobiernousa.gov,HttpConnectTimeoutException: HTTP connect timed out,none
godirect.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.frb.iphmx.com.; 10 mx2.frb.iphmx.com.
goes-r.gov,HttpConnectTimeoutException: HTTP connect timed out,none
goldwaterinternship.gov,HttpConnectTimeoutException: HTTP connect timed out,none
goldwaterscholarship.gov,HttpConnectTimeoutException: HTTP connect timed out,0 goldwaterscholarship-gov.mail.protection.outlook.com.
golearn.gov,HttpConnectTimeoutException: HTTP connect timed out,none
goodjobs.gov,301,none
gop.gov,HttpConnectTimeoutException: HTTP connect timed out,10 bouncebacks.gop.gov.
gopleader.gov,HttpConnectTimeoutException: HTTP connect timed out,none
gopwhip.gov,302,none
governmentjobs.gov,HttpConnectTimeoutException: HTTP connect timed out,none
govinfo.gov,301,none
govloans.gov,301,none
gpo.gov,302,0 gpo-gov.mail.protection.outlook.com.
gpodev.gov,ConnectException,none
gps.gov,301,20 ALT2.ASPMX.L.GOOGLE.COM.; 10 ASPMX.L.GOOGLE.COM.; 40 ALT4.ASPMX.L.GOOGLE.COM.; 40 ALT3.ASPMX.L.GOOGLE.COM.; 20 ALT1.ASPMX.L.GOOGLE.COM.
grants.gov,200,10 inbound-smtp.us-east-1.amazonaws.com.
grantsolutions.gov,301,30 aspmx4.googlemail.com.; 10 aspmx.l.google.com.; 10 alt1.aspmx.l.google.com.; 30 aspmx3.googlemail.com.; 20 alt2.aspmx.l.google.com.; 90 email-smtp-fips.us-west-2.amazonaws.com.; 30 aspmx2.googlemail.com.; 30 aspmx5.googlemail.com.; 90 email-smtp-fips.us-east-1.amazonaws.com.
greathealthcare.gov,302,none
gsa.gov,301,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
gsaadvantage.gov,200,none
gsaauctions.gov,403,none
gsafleet.gov,200,none
gsaig.gov,200,0 gsaig-gov.mail.protection.outlook.com.
guideline.gov,403,none
guidelines.gov,403,none
hanford.gov,302,0 hanford-gov.mail.protection.outlook.com.
hc.gov,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,none
headstart.gov,403,none
health.gov,200,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
healthcare.gov,301,10 mx.public.govdelivery.com.; 30 mx2.public.govdelivery.com.
healthdata.gov,200,none
healthfinder.gov,301,none
healthindicators.gov,ConnectException,none
healthit.gov,200,1 aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.; 10 aspmx3.googlemail.com.; 5 alt1.aspmx.l.google.com.
healthycompetition.gov,301,none
healthypeople.gov,301,none
hearttruth.gov,301,none
heat.gov,403,none
helpamericavote.gov,301,none
helpwithmybank.gov,200,none
helpwithmycheckingaccount.gov,301,none
helpwithmycreditcard.gov,301,none
helpwithmycreditcardbank.gov,301,none
helpwithmymortgage.gov,301,none
helpwithmymortgagebank.gov,301,none
heritageabroad.gov,301,0 heritageabroad-gov.mail.protection.outlook.com.
hhs.gov,301,10 primary.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 20 alt1.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.
hhsoig.gov,HttpConnectTimeoutException: HTTP connect timed out,0 oig-hhs-gov.mail.protection.outlook.com.
hhsops.gov,HttpConnectTimeoutException: HTTP connect timed out,20 smtp2.ees.hhs.gov.; 10 smtp.ees.hhs.gov.
hirevets.gov,301,0 hirevets-gov.mail.protection.outlook.com.
hispanicheritagemonth.gov,200,none
history.gov,ConnectException,10 us.etp.fireeyegov.com.
hiv.gov,301,10 primary.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 20 alt1.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.
hive.gov,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching hive.gov found.,none
homeenergyscore.gov,HttpConnectTimeoutException: HTTP connect timed out,none
homelandsecurity.gov,HttpConnectTimeoutException: HTTP connect timed out,none
house.gov,HttpConnectTimeoutException: HTTP connect timed out,none
housecalendar.gov,HttpConnectTimeoutException: HTTP connect timed out,none
housecommunications.gov,HttpConnectTimeoutException: HTTP connect timed out,none
housed.gov,HttpConnectTimeoutException: HTTP connect timed out,none
housedemocrats.gov,HttpConnectTimeoutException: HTTP connect timed out,none
housedems.gov,HttpConnectTimeoutException: HTTP connect timed out,none
houselive.gov,HttpConnectTimeoutException: HTTP connect timed out,none
housenewsletters.gov,HttpConnectTimeoutException: HTTP connect timed out,none
hrsa.gov,HttpConnectTimeoutException: HTTP connect timed out,10 nihcesxwayst03.hub.nih.gov.; 10 nihcesxwayst06.hub.nih.gov.; 10 nihcesxway6.hub.nih.gov.; 10 nihcesxwayst05.hub.nih.gov.; 10 nihcesxway3.hub.nih.gov.; 10 nihcesxwayst04.hub.nih.gov.; 10 nihcesxway5.hub.nih.gov.; 10 nihcesxway4.hub.nih.gov.
hsi.gov,HttpConnectTimeoutException: HTTP connect timed out,none
hsr.gov,403,none
hstf.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mxa-00376703.gslb.gpphosted.com.; 10 mxb-00376703.gslb.gpphosted.com.
hud.gov,301,0 hud-gov.mail.protection.outlook.com.
hudhomestore.gov,HttpConnectTimeoutException: HTTP connect timed out,none
hudoig.gov,403,0 hudoig-gov.mail.protection.outlook.com.
huduser.gov,202,20 alt1.aspmx.l.google.com.; 20 alt2.aspmx.l.google.com.; 50 alt3.aspmx.l.google.com.; 50 alt4.aspmx.l.google.com.; 10 aspmx.l.google.com.
humanities.gov,301,none
hurricanes.gov,301,none
hydrogen.gov,302,none
iad.gov,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,30 emsm-gh1-uea11.ncsc.mil.; 10 pri-jeemsg.eemsg.mail.mil.; 30 emsm-gh1-uea10.ncsc.mil.; 20 sec-jeemsg.eemsg.mail.mil.
iaf.gov,403,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 10 aspmx3.googlemail.com.
iarpa-ideas.gov,IOException: Received RST_STREAM: Use HTTP/1.1 for request,none
iarpa.gov,301,0 iarpa-gov.mail.protection.outlook.com.
iat.gov,ConnectException,none
iawg.gov,200,none
ibab.gov,301,10 ibab-gov.mail.protection.outlook.com.
ibb.gov,302,0 ibb-gov.mail.protection.outlook.com.
ibwc.gov,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ibwc.gov found.,0 ibwc-gov.mail.protection.outlook.com.
ic.gov,ConnectException,none
ic3.gov,308,10 mail1.ic3.gov.; 25 mail2.ic3.gov.
icams-portal.gov,301,none
ice.gov,301,none
ich.gov,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ich.gov found.,0 ich.gov.
icjointduty.gov,301,none
icts.gov,HttpConnectTimeoutException: HTTP connect timed out,none
idealab.gov,HttpConnectTimeoutException: HTTP connect timed out,10 smtp2.ees.hhs.gov.; 20 smtp.ees.hhs.gov.
identitysandbox.gov,HttpConnectTimeoutException: HTTP connect timed out,10 inbound-smtp.us-west-2.amazonaws.com.
identitytheft.gov,301,10 identitytheft-gov.mail.protection.outlook.com.
idfc.gov,HttpConnectTimeoutException: HTTP connect timed out,none
idmanagement.gov,HttpConnectTimeoutException: HTTP connect timed out,none
iedison.gov,HttpConnectTimeoutException: HTTP connect timed out,none
ignet.gov,HttpConnectTimeoutException: HTTP connect timed out,none
igorville.gov,HttpConnectTimeoutException: HTTP connect timed out,none
ihs.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mxa-0064a601.gslb.gpphosted.com.; 10 mxb-0064a601.gslb.gpphosted.com.
imls.gov,HttpConnectTimeoutException: HTTP connect timed out,0 imls-gov.mail.protection.outlook.com.
indianaffairs.gov,HttpConnectTimeoutException: HTTP connect timed out,0 indianaffairs-gov.mail.protection.outlook.com.
inel.gov,HttpConnectTimeoutException: HTTP connect timed out,none
informationliteracy.gov,HttpConnectTimeoutException: HTTP connect timed out,0 informationliteracy-gov.mail.protection.outlook.com.
inl.gov,HttpConnectTimeoutException: HTTP connect timed out,100 inl-gov.mail.protection.outlook.com.
innovation.gov,HttpConnectTimeoutException: HTTP connect timed out,none
insurekidsnow.gov,HttpConnectTimeoutException: HTTP connect timed out,none
integrity.gov,HttpConnectTimeoutException: HTTP connect timed out,10 www.integrity.gov.
intel.gov,HttpConnectTimeoutException: HTTP connect timed out,none
intelink.gov,HttpConnectTimeoutException: HTTP connect timed out,20 post1.intelink.gov.; 20 post2.intelink.gov.
intelligence.gov,HttpConnectTimeoutException: HTTP connect timed out,none
intelligencecareers.gov,ConnectException,10 pri-jeemsg.eemsg.mail.mil.; 30 emsm-gh1-uea10.ncsc.mil.; 20 sec-jeemsg.eemsg.mail.mil.; 30 emsm-gh1-uea11.ncsc.mil.
interior.gov,HttpConnectTimeoutException: HTTP connect timed out,0 interior-gov.mail.protection.outlook.com.
interpol.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mx-da6.usdoj.gov.; 10 mx-dc2.usdoj.gov.
invasivespecies.gov,HttpConnectTimeoutException: HTTP connect timed out,none
invasivespeciesinfo.gov,301,10 invasivespeciesinfo-gov.mail.protection.outlook.com.
investor.gov,403,none
ioss.gov,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
ipp.gov,301,none
iprcenter.gov,301,none
irs.gov,301,20 emgw.irs.gov.; 10 emgc.irs.gov.; 10 emge.irs.gov.
irsauctions.gov,301,none
irsnet.gov,ConnectException,none
irssales.gov,301,none
irsvideos.gov,HttpConnectTimeoutException: HTTP connect timed out,none
ise.gov,301,none
isotope.gov,ConnectException,5 MTA02.ORNL.gov.; 5 MTA01.ORNL.gov.
isotopes.gov,200,10 mxb-00689501.gslb.gpphosted.com.; 10 mxa-00689501.gslb.gpphosted.com.
istac.gov,ConnectException,50 mail2.cia.gov.; 10 mail1.cia.gov.
itdashboard.gov,200,none
itis.gov,200,0 itis-gov.mail.protection.outlook.com.
its.gov,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching its.gov found.,none
iwtsd.gov,200,10 iwtsd.mail.protection.office365.us.
jamesmadison.gov,301,0 jamesmadison-gov.mail.protection.outlook.com.
jccbi.gov,ConnectException,none
jccs.gov,ConnectException,none
jcode.gov,ConnectException,none
jct.gov,301,20 mx0f-005d5501.gpphosted.com.; 10 mx0e-005d5501.gpphosted.com.
jem.gov,301,none
jewishheritage.gov,301,none
jewishheritagemonth.gov,200,none
jfklibrary.gov,ConnectException,10 us.etp.fireeyegov.com.
jimmycarterlibrary.gov,ConnectException,10 us.etp.fireeyegov.com.
jobcorps.gov,301,10 mxa-00801502.gslb.gpphosted.com.; 10 mxb-00801502.gslb.gpphosted.com.
joinamericorps.gov,301,none
jpo.gov,ConnectException,10 inbound-smtp.us-east-1.amazonaws.com.
judicialconference.gov,ConnectException,none
juntos.gov,301,none
jusfc.gov,307,10 mx1.mtaroutes.com.; 30 mx3.mtaroutes.com.; 20 mx2.mtaroutes.com.; 40 mx4.mtaroutes.com.
justauth.gov,ConnectException,none
justice.gov,HttpConnectTimeoutException: HTTP connect timed out,10 mx-da6.usdoj.gov.; 10 mx-dc2.usdoj.gov.
justthinktwice.gov,HttpConnectTimeoutException: HTTP connect timed out,none
jwod.gov,HttpConnectTimeoutException: HTTP connect timed out,none
kennedy-center.gov,HttpConnectTimeoutException: HTTP connect timed out,0 kennedycenter-gov01i.mail.protection.outlook.com.
know2protect.gov,HttpConnectTimeoutException: HTTP connect timed out,none
labor.gov,HttpConnectTimeoutException: HTTP connect timed out,none
lacoast.gov,HttpConnectTimeoutException: HTTP connect timed out,0 lacoast-gov.mail.protection.outlook.com.
landfire.gov,HttpConnectTimeoutException: HTTP connect timed out,10 landfire-gov.mail.protection.outlook.com.
landimaging.gov,HttpConnectTimeoutException: HTTP connect timed out,none
lanl.gov,HttpConnectTimeoutException: HTTP connect timed out,0 proofpoint8.lanl.gov.; 0 proofpoint7.lanl.gov.
launch.gov,HttpConnectTimeoutException: HTTP connect timed out,none
law.gov,301,none
lbjlibrary.gov,HttpConnectTimeoutException: HTTP connect timed out,10 us.etp.fireeyegov.com.
lbl.gov,301,1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
lcacommons.gov,301,none
lcrmscp.gov,IOException: HTTP/1.1 header parser received no bytes,none
lctl.gov,ConnectException,5 mx42.loc.gov.; 5 mx22.loc.gov.; 5 mx23.loc.gov.; 5 mx41.loc.gov.
lda.gov,403,none
learnatf.gov,301,none
learndoj.gov,301,none
leo.gov,ConnectException,10 mx-east-leo.fbi.gov.
lep.gov,301,none
lfs.gov,ConnectException,10 inbound-smtp.us-east-1.amazonaws.com.
libraryofcongress.gov,301,none
lis.gov,HttpConnectTimeoutException: HTTP connect timed out,none
listo.gov,301,none
literacy.gov,301,none
live.gov,301,none
llnl.gov,301,10 mxa-00379502.gslb.gpphosted.com.; 10 mxb-00379502.gslb.gpphosted.com.
lmvsci.gov,HttpConnectTimeoutException: HTTP connect timed out,none
loc.gov,403,10 mxa-00026101.gslb.gpphosted.com.; 10 mxb-00026101.gslb.gpphosted.com.
loctest.gov,ConnectException,0 loctest-gov.mail.protection.outlook.com.
loctps.gov,301,none
login.gov,200,30 aspmx5.googlemail.com.; 20 alt1.aspmx.l.google.com.; 20 alt2.aspmx.l.google.com.; 30 aspmx3.googlemail.com.; 30 aspmx2.googlemail.com.; 10 aspmx.l.google.com.; 30 aspmx4.googlemail.com.
longtermcare.gov,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,none
lowerdrugcosts.gov,301,none
lps.gov,ConnectException,10 smtp.lps.gov.
lsc.gov,301,1 smtp.lsc.gov.; 0 lsc-gov.mail.protection.outlook.com.
ltcfeds.gov,301,0 ltcfeds-gov.mail.protection.outlook.com.
luca-appeals.gov,SSLHandshakeException: Remote host terminated the handshake,50 mail2.census.gov.; 50 mail1.census.gov.
macpac.gov,301,30 alt4.aspmx.l.google.com.; 20 alt1.aspmx.l.google.com.; 20 alt2.aspmx.l.google.com.; 10 aspmx.l.google.com.; 30 alt3.aspmx.l.google.com.
madeinamerica.gov,301,none
maha.gov,301,none
mail.gov,ConnectException,none
majorityleader.gov,302,20 mxa-0018d802.gslb.pphosted.com.; 20 mxb-0018d802.gslb.pphosted.com.
majoritywhip.gov,302,none
manufacturing.gov,301,none
marinecadastre.gov,301,10 csc.noaa.gov.
max.gov,HttpConnectTimeoutException: HTTP connect timed out,10 grid1f.gseg.att.com.; 10 grid1f6.gseg.att.com.; 20 grid2f6.gseg.att.com.; 20 grid2f.gseg.att.com.
mbda.gov,HttpConnectTimeoutException: HTTP connect timed out,0 mbda-gov.mail.protection.outlook.com.
